Level,Hierarchical structure,Code,Class title,Class definition
4,Detail,1471122,Natural gas deliveries to commercial and institutional consumers enrolled with third party marketers,Natural gas delivered to commercial and institutional consumers enrolled with third party marketers.
4,Detail,1471123,Natural gas deliveries to residential consumers enrolled with third party marketers,Natural gas delivered to residential consumers enrolled with third party marketers.
3,Subclass,147113,Natural gas distribution to consumers having purchased directly from suppliers,This subclass comprises natural gas deliveries to consumers directly from suppliers.
4,Detail,1471131,Natural gas deliveries to industrial consumers having purchased directly from suppliers,Natural gas delivered to industrial consumers who have purchased their own natural gas directly from the suppliers.
4,Detail,1471132,Natural gas deliveries to commercial and institutional consumers having purchased directly from suppliers,Natural gas delivered to commercial and institutional consumers who have purchased their own natural gas directly from the suppliers.
4,Detail,1471133,Natural gas deliveries to residential consumers having purchased directly from suppliers,Natural gas delivered to residential consumers who have purchased their own natural gas directly from the suppliers.
3,Subclass,147114,Other natural gas deliveries,This subclass comprises other natural gas deliveries.
4,Detail,1471141,Natural gas deliveries to transmission pipelines,Natural gas delivered to transmission pipelines.
4,Detail,1471142,Natural gas deliveries to storage facilities,Natural gas delivered to storage facilities.
4,Detail,1471143,Natural gas deliveries to other gas distributors,Natural gas delivered to other gas distributors.
1,Group,151,Iron ores and concentrates,This group comprises iron ores and concentrates.
2,Class,15111,Iron ores and concentrates,This class comprises iron ores and concentrates.
3,Subclass,151111,Iron ores and concentrates,This subclass comprises iron ores and concentrates.
4,Detail,1511111,Iron ores and concentrates,Iron ores and concentrates.
1,Group,152,Copper ores and concentrates,This group comprises copper ores and concentrates.
2,Class,15211,Copper ores and concentrates,This class comprises copper ores and concentrates.
3,Subclass,152111,Copper ores and concentrates,This subclass comprises copper ores and concentrates.
4,Detail,1521111,Copper ores and concentrates,Copper ores and concentrates.
1,Group,153,Nickel ores and concentrates,This group comprises nickel ores and concentrates.
2,Class,15311,Nickel ores and concentrates,This class comprises nickel ores and concentrates.
3,Subclass,153111,Nickel ores and concentrates,This subclass comprises nickel ores and concentrates.
4,Detail,1531111,Nickel ores and concentrates,Nickel ores and concentrates.
1,Group,154,Radioactive ores and concentrates,This group comprises radioactive ores and concentrates.
2,Class,15411,Radioactive ores and concentrates,This class comprises radioactive ores and concentrates.
3,Subclass,154111,Radioactive ores and concentrates,This subclass comprises radioactive ores and concentrates.
4,Detail,1541111,Radioactive ores and concentrates,Radioactive ores and concentrates.
1,Group,155,Other metal ores and concentrates,This group comprises other metal ores and concentrates.
2,Class,15511,"Gold, silver, and platinum group metal ores and concentrates","This class comprises gold, silver, and platinum group metal ores and concentrates."
3,Subclass,155111,"Gold ores, concentrates and mill bullion","This subclass comprises gold ores, concentrates and mill bullion."
4,Detail,1551111,"Gold ores, concentrates and mill bullion","Gold ores, concentrates and mill bullion."
3,Subclass,155112,"Silver ores, concentrates and mill bullion","This subclass comprises silver ores, concentrates and mill bullion."
4,Detail,1551121,"Silver ores, concentrates and mill bullion","Silver ores, concentrates and mill bullion."
3,Subclass,155113,Platinum group metal ores and concentrates,This subclass comprises platinum group metal ores and concentrates.
4,Detail,1551131,Platinum group metal ores and concentrates,Platinum group metal ores and concentrates.
2,Class,15521,Bauxite and aluminum oxide,This class comprises bauxite and aluminum oxide.
3,Subclass,155211,Bauxite and natural alumina,This subclass comprises bauxite and natural alumina.
4,Detail,1552111,Bauxite and natural alumina,Bauxite and natural alumina.
3,Subclass,155212,Refined aluminum oxide,This subclass comprises refined aluminum oxide.
4,Detail,1552121,Refined aluminum oxide,Refined aluminum oxide.
2,Class,15522,Lead and zinc ores and concentrates,This class comprises lead and zinc ores and concentrates.
3,Subclass,155221,Lead ores and concentrates,This subclass comprises lead ores and concentrates.
4,Detail,1552211,Lead ores and concentrates,Lead ores and concentrates.
3,Subclass,155222,Zinc ores and concentrates,This subclass comprises zinc ores and concentrates.
4,Detail,1552221,Zinc ores and concentrates,Zinc ores and concentrates.
2,Class,15523,"Other metal ores and concentrates, n.e.c.","This class comprises other metal ores and concentrates, n.e.c."
3,Subclass,155231,Ferro-alloy ores and concentrates,This subclass comprises ferro-alloy ores and concentrates.
4,Detail,1552311,Ferro-alloy ores and concentrates,Ferro-alloy ores and concentrates.
3,Subclass,155232,"Other miscellaneous metal ores and concentrates, n.e.c.","This subclass comprises other miscellaneous metal ores and concentrates, n.e.c."
4,Detail,1552321,Cobalt ores and concentrates,Cobalt ores and concentrates.
4,Detail,1552322,"Other miscellaneous metal ores and concentrates (except cobalt), n.e.c.","Other miscellaneous metal ores and concentrates, except cobalt, n.e.c."
1,Group,156,Waste and scrap of metal,This group comprises waste and scrap of metal.
2,Class,15611,Waste and scrap of iron and steel,This class comprises waste and scrap of iron and steel.
3,Subclass,156111,Waste and scrap of iron and steel,This subclass comprises waste and scrap of iron and steel.
4,Detail,1561111,Waste and scrap of iron and steel,Waste and scrap of iron and steel.
2,Class,15612,Waste and scrap of non-ferrous metals,This class comprises waste and scrap of non-ferrous metals.
3,Subclass,156121,Waste and scrap of aluminum and aluminum alloys,This subclass comprises waste and scrap of aluminum and aluminum alloys.
4,Detail,1561211,Waste and scrap of aluminum and aluminum alloys,Waste and scrap of aluminum and aluminum alloys.
3,Subclass,156122,Waste and scrap of other non-ferrous metals,This subclass comprises waste and scrap of other non-ferrous metals.
4,Detail,1561221,Waste and scrap of copper and copper alloys,Waste and scrap of copper and copper alloys.
4,Detail,1561222,"Waste and scrap of gold, silver, and platinum group metals, and their alloys","Waste and scrap of gold, silver, and platinum group metals, and their alloys."
4,Detail,1561223,Waste and scrap of other non-ferrous metals and other non-ferrous metal-base alloys,Waste and scrap of other non-ferrous metals and other non-ferrous metal-base alloys.
1,Group,157,"Waste and scrap of wood, wood by-products, paper and paperboard","This group comprises waste and scrap of wood, wood by-products, paper and paperboard."
2,Class,15711,Waste and scrap of wood and wood by-products,This class comprises waste and scrap of wood and wood by-products.
3,Subclass,157111,Wood sawdust and shavings,This subclass comprises wood sawdust and shavings.
4,Detail,1571111,Softwood sawdust (except agglomerated),"Softwood sawdust, except agglomerated."
4,Detail,1571112,Hardwood sawdust (except agglomerated),"Hardwood sawdust, except agglomerated."
4,Detail,1571113,Softwood shavings,Softwood shavings.
4,Detail,1571114,Hardwood shavings,Hardwood shavings.
3,Subclass,157112,Waste and scrap of wood,This subclass comprises waste and scrap of wood.
4,Detail,1571121,"Wood by-products including wood wool and wood flour (except fuel products, sawdust and shavings)","Wood by-products including wood wool and wood flour, except fuel products, sawdust and shavings."
4,Detail,1571122,Waste and scrap of wood (except by-products),"Waste and scrap of wood, except by-products."
2,Class,15712,Waste and scrap of paper and paperboard,This class comprises waste and scrap of paper and paperboard.
3,Subclass,157121,Waste and scrap of paper and paperboard,This subclass comprises waste and scrap of paper and paperboard.
4,Detail,1571211,Waste and scrap of paper and paperboard,Waste and scrap of paper and paperboard.
1,Group,158,Waste and scrap of plastic and rubber,This group comprises waste and scrap of plastic and rubber.
2,Class,15811,Waste and scrap of plastic and rubber,This class comprises waste and scrap of plastic and rubber.
3,Subclass,158111,Waste and scrap of plastic and rubber,This subclass comprises waste and scrap of plastic and rubber.
4,Detail,1581111,Polyethylene waste and scrap,Polyethylene waste and scrap.
4,Detail,1581112,Polystyrene waste and scrap,Polystyrene waste and scrap.
4,Detail,1581113,Polyvinyl chloride waste and scrap,Polyvinyl chloride waste and scrap.
4,Detail,1581114,"Waste and scrap of plastics, n.e.c.","Waste and scrap of plastics, n.e.c."
4,Detail,1581115,Waste and scrap of rubber,Waste and scrap of rubber.
1,Group,159,Waste and scrap of glass,This group comprises waste and scrap of glass.
2,Class,15911,Waste and scrap of glass,This class comprises waste and scrap of glass.
3,Subclass,159111,Waste and scrap of glass,This subclass comprises waste and scrap of glass.
4,Detail,1591111,Waste and scrap of glass,Waste and scrap of glass.
1,Group,161,Potash,This group comprises potash.
2,Class,16111,Potash,This class comprises potash.
3,Subclass,161111,Potash,This subclass comprises potash.
4,Detail,1611111,Potash,Potash.
1,Group,162,"Stone, sand, gravel, clay, and refractory minerals","This group comprises stone, sand, gravel, clay, and refractory minerals."
2,Class,16211,Stone,This class comprises stone.
3,Subclass,162111,Rough dimension stone,This subclass comprises rough dimension stone.
4,Detail,1621111,Rough dimension stone,Rough dimension stone.
3,Subclass,162112,Crushed stone,This subclass comprises crushed stone.
4,Detail,1621121,Crushed stone,Crushed stone.
2,Class,16212,"Sand, gravel, clay, and refractory minerals","This class comprises sand, gravel, clay, and refractory minerals."
3,Subclass,162121,Construction sand and gravel,"This subclass comprises sand and gravel that has not been further processed than crushing, washing or screening."
4,Detail,1621211,Construction sand and gravel,"Sand and gravel that has not been further processed than crushing, washing or screening."
3,Subclass,162122,Industrial sand,This subclass comprises industrial sand.
4,Detail,1621221,Industrial sand,Industrial sand.
3,Subclass,162123,Clay and refractory minerals,"This subclass comprises clay, and refractory minerals."
4,Detail,1621231,Clay and refractory minerals,"Clay, and refractory minerals."
1,Group,163,Diamonds and other non-metallic minerals (except cut gemstones),"This group comprises diamonds and other non-metallic minerals, except cut gemstones."
2,Class,16311,Uncut and industrial diamonds,This class comprises uncut and industrial diamonds.
3,Subclass,163111,Uncut and industrial diamonds,This subclass comprises uncut and industrial diamonds.
4,Detail,1631111,Uncut diamonds,Uncut diamonds.
4,Detail,1631112,Industrial diamonds,Industrial diamonds.
2,Class,16312,Non-metallic minerals (except diamonds),"This class comprises non-metallic minerals, except diamonds."
